#ELAPSED_USECS.D,LUN_SSID.I,LBA.I,NBLKS.I,NBLKS_ACCESSED.I,NBLKS_PREVGAP.I
4645411362434.403,17,562769,1,2,518312
4645411362434.403,17,9081600,8,16,8518830
4645411362434.403,17,9252744,2104,43,171136
4645411362434.403,17,9341544,8,8,86696
4645411362434.403,17,10468568,8,15,1127016
4645411362434.403,17,11075168,8,8,606592
4645411362434.403,17,11090392,1,1,15216
4645411362434.403,17,11130416,32,32,40023
4645411362434.403,17,11182216,1048,24,51768
4645411362434.403,17,11663360,16,24,480096
4645411362434.403,17,11676696,600,600,13320
4645411362434.403,17,11700272,1992,200,22976
4645411362434.403,17,11756488,24904,64,54224
4645411362434.403,17,11794320,8,8,12928
4645411362434.403,17,11815232,9016,248,20904
4645411362434.403,17,11974600,6,6,150352
4645411362434.403,17,12030080,8,16,55474
4645411362434.403,17,12545232,1,1,515144
4645411362434.403,17,13573384,184,32,1028151
4645411362434.403,17,14030872,8,8,457304
4645411362434.403,17,15525520,421,424,1494640
4645411362434.403,17,16237880,10528,96,711939
4645411362434.403,17,16262456,8,16,14048
4645411362434.403,17,16282216,7,11,19752
4645411362434.403,17,16297968,37816,144,15745
4645411362434.403,17,16347904,30368,307,12120
4645411362434.403,17,16470904,27599,105,92632
4645411362434.403,17,16616664,8,8,118161
4645411362434.403,17,16642056,5,10,25384
4645411362434.403,17,16729600,14848,32,87539
4645411362434.403,17,16921904,8,8,177456
4645411362434.403,17,17065272,2,2,143360
4645411362434.403,17,17110592,6144,2048,45318
4645411362434.403,17,17152960,1088,1088,36224
4645411362434.403,17,17176576,960,960,22528
4645411362434.403,17,17204296,2048,2048,26760
4645411362434.403,17,17240632,29,34,34288
4645411362434.403,17,17268104,2048,2048,27443
4645411362434.403,17,17487768,104,104,217616
4645411362434.403,17,17941088,256,256,453216
4645411362434.403,17,18116384,40352,21846,175040
4645471362434.403,17,44456,1,2,0
4645471362434.403,17,562769,1,2,518312
4645471362434.403,17,9081600,8,16,8518830
4645471362434.403,17,9252744,2104,48,171136
4645471362434.403,17,10096768,1,1,841920
4645471362434.403,17,11663360,38904,424,1566591
4645471362434.403,17,11756488,24904,40,54224
4645471362434.403,17,11815232,9016,112,33840
4645471362434.403,17,13573616,104,48,1749368
4645471362434.403,17,14032344,8,8,458624
4645471362434.403,17,15348488,8,8,1316136
4645471362434.403,17,15384528,8,16,36032
4645471362434.403,17,16282216,21704,66,897680
4645471362434.403,17,16347552,22424,268,43632
4645471362434.403,17,16486136,12391,113,116160
4645471362434.403,17,16729600,14224,32,231073
4645471362434.403,17,17011912,8,8,268088
4645471362434.403,17,17240656,18,24,228736
4645471362434.403,17,17832184,2,2,591510
4645471362434.403,17,17938744,3368,776,106558
4645471362434.403,17,18057600,8,8,115488
4645471362434.403,17,18156736,73592,67490,99128
4645531362434.403,17,44456,1,2,0
4645531362434.403,17,562769,1,2,518312
4645531362434.403,17,9081600,1184,24,8518830
4645531362434.403,17,9229840,22920,35,147056
4645531362434.403,17,11090392,1,1,1837632
4645531362434.403,17,11180944,8,8,90551
4645531362434.403,17,11663360,38904,296,482408
4645531362434.403,17,11756488,67760,88,54224
4645531362434.403,17,16282232,110072,97,4457984
4645531362434.403,17,16595912,8,8,203608
4645531362434.403,17,16729600,8,16,133680
4645531362434.403,17,16876224,6,12,146616
4645531362434.403,17,17191808,48872,24,315578
4645531362434.403,17,17942112,51958,148,701432
4645531362434.403,17,18116384,3312,34,122314
4645531362434.403,17,18230328,35336,25280,110632
4645591362434.403,17,44456,1,2,0
4645591362434.403,17,562769,1,2,518312
4645591362434.403,17,9077088,4544,16,8514318
4645591362434.403,17,9252744,16,16,171112
4645591362434.403,17,9340968,6533,37,88208
4645591362434.403,17,9381176,12376,16,33675
4645591362434.403,17,9445048,8,8,51496
4645591362434.403,17,10096768,1,1,651712
4645591362434.403,17,10607456,328,328,510687
4645591362434.403,17,11129664,1057,33,521880
4645591362434.403,17,11245376,320,320,114655
4645591362434.403,17,11663360,16296,1824,417664
4645591362434.403,17,11700280,1984,232,20624
4645591362434.403,17,11766224,28104,32,63960
4645591362434.403,17,11815440,8824,184,21112
4645591362434.403,17,11904504,120,120,80240
4645591362434.403,17,12289256,16,16,384632
4645591362434.403,17,12450264,8,8,160992
4645591362434.403,17,13091392,2,2,641120
4645591362434.403,17,13573336,408,208,481942
4645591362434.403,17,14148240,698,228,574496
4645591362434.403,17,15339104,8,8,1190166
4645591362434.403,17,15525944,7256,7256,186832
4645591362434.403,17,16238416,16,32,705216
4645591362434.403,17,16279912,18072,133,41480
4645591362434.403,17,16314792,7952,144,16808
4645591362434.403,17,16347928,42608,452,25184
4645591362434.403,17,16470904,8,8,80368
4645591362434.403,17,16562552,9747,109,91640
4645591362434.403,17,16638312,14144,61,66013
4645591362434.403,17,16721528,22920,280,69072
4645591362434.403,17,16764976,40,41,20528
4645591362434.403,17,16784184,224,224,19168
4645591362434.403,17,16831368,320,24,46960
4645591362434.403,17,16876224,2,2,44536
4645591362434.403,17,16892560,32,32,16334
4645591362434.403,17,16993944,18896,897,101352
4645591362434.403,17,17154112,12704,266,141272
4645591362434.403,17,17194480,8,8,27664
4645591362434.403,17,17223064,8,8,28576
4645591362434.403,17,17240672,8424,326,17600
4645591362434.403,17,17316880,8,15,67784
4645591362434.403,17,17801592,6,6,484704
4645591362434.403,17,17983968,10102,28,182370
4645591362434.403,17,18057600,8,8,63530
4645591362434.403,17,18104944,3080,1432,47336
4645591362434.403,17,18129120,186,40,21096
4645591362434.403,17,18214840,2,2,85534
4645591362434.403,17,18231640,15240,404,16798
4645591362434.403,17,18265664,37629,10623,18784
4645651362434.403,17,44456,1,2,0
4645651362434.403,17,562769,1,2,518312
4645651362434.403,17,9081600,8,16,8518830
4645651362434.403,17,9096624,8,8,15016
4645651362434.403,17,9247640,56,56,151008
4645651362434.403,17,9252744,2104,56,5048
4645651362434.403,17,9422120,368,368,167272
4645651362434.403,17,9456840,824,824,34352
4645651362434.403,17,9476096,1136,240,18432
4645651362434.403,17,10092112,88,88,614880
4645651362434.403,17,10605464,2320,1280,513264
4645651362434.403,17,11075176,8,8,467392
4645651362434.403,17,11090392,1,1,15208
4645651362434.403,17,11130728,32,32,40335
4645651362434.403,17,11180944,8,8,50184
4645651362434.403,17,11245376,320,320,64424
4645651362434.403,17,11663360,16,24,417664
4645651362434.403,17,11679656,2448,2448,16280
4645651362434.403,17,11700224,2048,536,18120
4645651362434.403,17,11756488,8,8,54216
4645651362434.403,17,11815232,10464,656,58736
4645651362434.403,17,12030080,8,8,204384
4645651362434.403,17,12539088,48,48,509000
4645651362434.403,17,12752192,128,128,213056
4645651362434.403,17,12929064,80,80,176744
4645651362434.403,17,13037528,1,1,108384
4645651362434.403,17,13119928,2,2,82399
4645651362434.403,17,13389536,288,288,269606
4645651362434.403,17,13573400,8,16,183576
4645651362434.403,17,14200832,24576,14336,627424
4645651362434.403,17,15348488,48,48,1123080
4645651362434.403,17,15533200,3840,3840,184664
4645651362434.403,17,15561656,7408,5360,24616
4645651362434.403,17,16237824,10584,496,668760
4645651362434.403,17,16256616,24,24,8208
4645651362434.403,17,16282248,9,16,25608
4645651362434.403,17,16294176,3808,32,11919
4645651362434.403,17,16303880,5248,296,5896
4645651362434.403,17,16313304,28984,480,4176
4645651362434.403,17,16347784,8960,188,5496
4645651362434.403,17,16363504,16,16,6760
4645651362434.403,17,16369968,8,8,6448
4645651362434.403,17,16381672,5264,32,11696
4645651362434.403,17,16481848,8,8,94912
4645651362434.403,17,16486400,688,688,4544
4645651362434.403,17,16544992,3384,144,57904
4645651362434.403,17,16572200,112,112,23824
4645651362434.403,17,16595840,56,56,23528
4645651362434.403,17,16611328,960,960,15432
4645651362434.403,17,16620640,352,352,8352
4645651362434.403,17,16648192,512,512,27200
4645651362434.403,17,16705784,88,88,57080
4645651362434.403,17,16713928,152,152,8056
4645651362434.403,17,16721528,368,256,7448
4645651362434.403,17,16729512,136,32,7616
4645651362434.403,17,16737112,24,16,7464
4645651362434.403,17,16765504,651,75,28368
4645651362434.403,17,16784184,504,280,18029
4645651362434.403,17,16801544,16,16,16856
4645651362434.403,17,16988160,1384,1384,186600
4645651362434.403,17,16995184,3960,1160,5640
4645651362434.403,17,17006912,112,120,7768
4645651362434.403,17,17012760,40,40,5736
4645651362434.403,17,17142616,136,136,129816
4645651362434.403,17,17158168,2720,1448,15416
4645651362434.403,17,17166560,1312,408,5672
4645651362434.403,17,17240720,3736,187,72848
4645651362434.403,17,17248824,272,272,4368
4645651362434.403,17,17664000,880,880,414904
4645651362434.403,17,17809888,2,2,145008
4645651362434.403,17,17935064,1320,1320,125174
4645651362434.403,17,18057600,8,8,121216
4645651362434.403,17,18116384,3312,34,58776
4645651362434.403,17,18238672,2,2,118976
4645651362434.403,17,18246880,128,128,8206
4645651362434.403,17,18284048,496,496,37040
4645651362434.403,17,18289856,1728,656,5312
4645651362434.403,17,18303288,94528,38896,11704
4645711362434.403,17,44456,1,2,0
4645711362434.403,17,562769,1,2,518312
4645711362434.403,17,10096768,1,1,9533998
4645711362434.403,17,11663360,16,24,1566591
4645711362434.403,17,11682104,680,680,18728
4645711362434.403,17,11702264,8,8,19480
4645711362434.403,17,11714640,352,40,12368
4645711362434.403,17,11781384,8,16,66392
4645711362434.403,17,11815440,5264,80,34048
4645711362434.403,17,13573400,8,8,1752696
4645711362434.403,17,16282256,7,11,2708848
4645711362434.403,17,16297968,16,24,15705
4645711362434.403,17,16347784,3416,92,49800
4645711362434.403,17,16365912,13808,464,14712
4645711362434.403,17,16729600,11336,32,349880
4645711362434.403,17,16952648,8,8,211712
4645711362434.403,17,17012824,64,64,60168
4645711362434.403,17,17948480,8,8,935592
4645711362434.403,17,18247008,128,128,298520
4645711362434.403,17,18399512,2,2,152376
4645771362434.403,17,44456,1,2,0
4645771362434.403,17,562769,1,2,518312
4645771362434.403,17,9252744,2096,40,8689974
4645771362434.403,17,11090392,1,1,1835552
4645771362434.403,17,11663360,16,24,572967
4645771362434.403,17,11682784,160,160,19408
4645771362434.403,17,11700224,2048,224,17280
4645771362434.403,17,11714704,288,40,12432
4645771362434.403,17,11781384,8,16,66392
4645771362434.403,17,11806672,8,8,25280
4645771362434.403,17,11815440,9000,104,8760
4645771362434.403,17,13573344,344,56,1748904
4645771362434.403,17,15348488,32,16,1774800
4645771362434.403,17,16237840,392,112,889320
4645771362434.403,17,16241784,6624,80,3552
4645771362434.403,17,16256616,8,8,8208
4645771362434.403,17,16282256,19,27,25632
4645771362434.403,17,16294176,8,8,11901
4645771362434.403,17,16297968,16,24,3784
4645771362434.403,17,16303880,6968,96,5896
4645771362434.403,17,16316272,712,24,5424
4645771362434.403,17,16322408,8,8,5424
4645771362434.403,17,16327216,24,16,4800
4645771362434.403,17,16330856,4960,56,3616
4645771362434.403,17,16340912,136,32,5096
4645771362434.403,17,16347552,3648,188,6504
4645771362434.403,17,16356736,8,8,5536
4645771362434.403,17,16363504,2416,16,6760
4645771362434.403,17,16369968,8,8,4048
4645771362434.403,17,16377128,536,296,7152
4645771362434.403,17,16486136,8,8,108472
4645771362434.403,17,16729600,8,16,243456
4645771362434.403,17,16743816,8,8,14208
4645771362434.403,17,17240896,34,35,497072
4645771362434.403,17,18057600,8,8,816670
4645771362434.403,17,18212304,8,8,154696
4645771362434.403,17,18247136,384,384,34824
4645831362434.403,17,44456,1,2,0
4645831362434.403,17,562769,1,2,518312
4645831362434.403,17,9081600,8,8,8518830
4645831362434.403,17,9252744,24,40,171136
4645831362434.403,17,9254832,16,16,2064
4645831362434.403,17,9476432,7,7,221584
4645831362434.403,17,10096768,1,1,620329
4645831362434.403,17,10107496,21,21,10727
4645831362434.403,17,10111072,17,17,3555
4645831362434.403,17,11075176,8,8,964087
4645831362434.403,17,11151048,2,2,75864
4645831362434.403,17,11211312,1,1,60262
4645831362434.403,17,11663360,16,24,452047
4645831362434.403,17,11682944,1848,1848,19568
4645831362434.403,17,11700224,1136,464,15432
4645831362434.403,17,11702256,16,24,896
4645831362434.403,17,11714928,64,16,12656
4645831362434.403,17,11725664,8,8,10672
4645831362434.403,17,11748792,8,8,23120
4645831362434.403,17,11756488,8,8,7688
4645831362434.403,17,11766224,8,8,9728
4645831362434.403,17,11781384,8,8,15152
4645831362434.403,17,11806672,8,8,25280
4645831362434.403,17,11815232,1056,48,8552
4645831362434.403,17,11819512,3176,360,3224
4645831362434.403,17,11824080,344,32,1392
4645831362434.403,17,11825688,8,8,1264
4645831362434.403,17,13573368,368,104,1747672
4645831362434.403,17,15348488,48,40,1774752
4645831362434.403,17,15384528,8,8,35992
4645831362434.403,17,16237824,416,224,853288
4645831362434.403,17,16239784,48,24,1544
4645831362434.403,17,16241784,64,24,1952
4645831362434.403,17,16245424,56,32,3576
4645831362434.403,17,16247440,128,80,1960
4645831362434.403,17,16248400,8,8,832
4645831362434.403,17,16256616,24,16,8208
4645831362434.403,17,16282272,9,15,25632
4645831362434.403,17,16294176,8,8,11895
4645831362434.403,17,16297968,16,24,3784
4645831362434.403,17,16303880,152,80,5896
4645831362434.403,17,16306160,88,48,2128
4645831362434.403,17,16308416,48,48,2168
4645831362434.403,17,16310840,8,8,2376
4645831362434.403,17,16313296,16,16,2448
4645831362434.403,17,16316272,712,32,2960
4645831362434.403,17,16319816,56,40,2832
4645831362434.403,17,16322400,24,24,2528
4645831362434.403,17,16325248,16,16,2824
4645831362434.403,17,16327216,24,24,1952
4645831362434.403,17,16330856,40,24,3616
4645831362434.403,17,16333848,16,16,2952
4645831362434.403,17,16335776,64,40,1912
4645831362434.403,17,16338544,32,32,2704
4645831362434.403,17,16340904,152,48,2328
4645831362434.403,17,16347552,1314,402,6496
4645831362434.403,17,16351184,16,18,2318
4645831362434.403,17,16356736,8,8,5536
4645831362434.403,17,16363504,16,16,6760
4645831362434.403,17,16365912,8,8,2392
4645831362434.403,17,16369968,8,8,4048
4645831362434.403,17,16375832,312,72,5856
4645831362434.403,17,16376832,1960,784,688
4645831362434.403,17,16379496,304,144,704
4645831362434.403,17,16382176,8,8,2376
4645831362434.403,17,16494552,16,10,112368
4645831362434.403,17,16498448,47,47,3880
4645831362434.403,17,16562856,15,15,64361
4645831362434.403,17,16642056,8,16,79185
4645831362434.403,17,16729600,16,16,87536
4645831362434.403,17,16737176,8,8,7560
4645831362434.403,17,16740896,1488,224,3712
4645831362434.403,17,16766160,8,8,23776
4645831362434.403,17,16815224,1,1,49056
4645831362434.403,17,17011912,8,8,196687
4645831362434.403,17,17240928,91,91,229008
4645831362434.403,17,17317232,12,12,76213
4645831362434.403,17,17808440,1,1,491196
4645831362434.403,17,17938744,480,24,130303
4645831362434.403,17,18247520,128,128,308296
4645831362434.403,17,18397808,8,8,150160
4645831362434.403,17,18403280,8,16,5464
4645891362434.403,17,44456,1,2,0
4645891362434.403,17,562769,1,2,518312
4645891362434.403,17,9252744,16,16,8689974
4645891362434.403,17,11090392,1,1,1837632
4645891362434.403,17,11663360,157088,240,572967
4645891362434.403,17,13573376,336,32,1752928
4645891362434.403,17,15266264,313,313,1692552
4645891362434.403,17,16282280,71468,113,1015703
4645891362434.403,17,16729600,88240,48,375852
4645891362434.403,17,17160192,80838,110,342352
4645891362434.403,17,18057600,190080,40,816570
4645951362434.403,17,44456,1,2,0
4645951362434.403,17,562769,1,2,518312
4645951362434.403,17,9252744,153702,46,8689974
4645951362434.403,17,10096768,1,1,690322
4645951362434.403,17,10604008,6,6,507239
4645951362434.403,17,11129592,115654,41,525578
4645951362434.403,17,11663360,156264,432,418114
4645951362434.403,17,13573368,24,16,1753744
4645951362434.403,17,16297968,431640,252,2724576
4645951362434.403,17,16920712,8,8,191104
4645951362434.403,17,17160288,80743,135,239568
4645951362434.403,17,17661952,31568,16,420921
4645951362434.403,17,18403624,17,17,710104
4646011362434.403,17,44456,1,2,0
4646011362434.403,17,562769,1,2,518312
4646011362434.403,17,9081600,8,16,8518830
4646011362434.403,17,9091048,8,8,9440
4646011362434.403,17,9250624,4224,70,159568
4646011362434.403,17,9263456,24,24,8608
4646011362434.403,17,9298880,1691,27,35400
4646011362434.403,17,9325176,32,32,24605
4646011362434.403,17,9341544,8,8,16336
4646011362434.403,17,9419560,16,16,78008
4646011362434.403,17,9451592,18,18,32016
4646011362434.403,17,9541264,16,16,89654
4646011362434.403,17,10369248,1,1,827968
4646011362434.403,17,10482008,8,8,112759
4646011362434.403,17,11075168,8,8,593152
4646011362434.403,17,11090392,1,1,15216
4646011362434.403,17,11129664,16,16,39271
4646011362434.403,17,11151048,1,1,21368
4646011362434.403,17,11157000,11,11,5951
4646011362434.403,17,11180944,8,8,23933
4646011362434.403,17,11200864,32,32,19912
4646011362434.403,17,11206064,8,8,5168
4646011362434.403,17,11211312,8,8,5240
4646011362434.403,17,11239904,776,85,28584
4646011362434.403,17,11663360,16,24,422680
4646011362434.403,17,11685272,5552,3504,21896
4646011362434.403,17,11700224,2048,320,9400
4646011362434.403,17,11756488,8,8,54216
4646011362434.403,17,11781384,8,8,24888
4646011362434.403,17,11815232,216,24,33840
4646011362434.403,17,11819536,4688,600,4088
4646011362434.403,17,11870296,1,1,46072
4646011362434.403,17,11953512,2,2,83215
4646011362434.403,17,11965008,2048,16,11494
4646011362434.403,17,11974600,8,8,7544
4646011362434.403,17,12017960,8,8,43352
4646011362434.403,17,12026248,3110,30,8280
4646011362434.403,17,12039856,24,24,10498
4646011362434.403,17,12312160,8,8,272280
4646011362434.403,17,12420840,6,6,108672
4646011362434.403,17,12450632,5,5,29786
4646011362434.403,17,12523072,4,4,72435
4646011362434.403,17,12528720,126,22,5644
4646011362434.403,17,12545168,64,64,16322
4646011362434.403,17,12558184,8,8,12952
4646011362434.403,17,12576968,198,18,18776
4646011362434.403,17,12914264,6,6,337098
4646011362434.403,17,12929152,8,10,14882
4646011362434.403,17,13573368,344,80,644208
4646011362434.403,17,14030872,8,8,457160
4646011362434.403,17,15348488,48,24,1317608
4646011362434.403,17,16222328,8,16,873792
4646011362434.403,17,16237832,3912,299,15496
4646011362434.403,17,16245416,2992,48,3672
4646011362434.403,17,16259560,8,16,11152
4646011362434.403,17,16271464,8,16,11896
4646011362434.403,17,16285408,5016,768,13936
4646011362434.403,17,16294176,8,8,3752
4646011362434.403,17,16297968,16,24,3784
4646011362434.403,17,16303888,4560,104,5904
4646011362434.403,17,16313296,3712,40,4848
4646011362434.403,17,16322400,4840,48,5392
4646011362434.403,17,16330848,10184,122,3608
4646011362434.403,17,16347552,9192,293,6520
4646011362434.403,17,16360576,9384,64,3832
4646011362434.403,17,16375080,8,8,5120
4646011362434.403,17,16381672,3864,25,6584
4646011362434.403,17,16391288,48,56,5752
4646011362434.403,17,16470904,8,8,79568
4646011362434.403,17,16477160,8,16,6248
4646011362434.403,17,16481848,8,8,4680
4646011362434.403,17,16486136,8,16,4280
4646011362434.403,17,16494552,3951,81,8408
4646011362434.403,17,16504120,312,56,5617
4646011362434.403,17,16562736,368,63,58304
4646011362434.403,17,16567288,88,88,4184
4646011362434.403,17,16615576,1360,181,48200
4646011362434.403,17,16638312,32,32,21376
4646011362434.403,17,16642064,11,14,3720
4646011362434.403,17,16660184,8,8,18109
4646011362434.403,17,16681200,13,13,21008
4646011362434.403,17,16765568,398,398,84355
4646011362434.403,17,16791632,1096,16,25666
4646011362434.403,17,16796248,1664,26,3520
4646011362434.403,17,16806456,1,1,8544
4646011362434.403,17,16813552,1680,12,7095
4646011362434.403,17,16845752,5,5,30520
4646011362434.403,17,16860160,6,6,14403
4646011362434.403,17,16872296,16,14,12130
4646011362434.403,17,16921904,8,8,49592
4646011362434.403,17,16985856,1648,160,63944
4646011362434.403,17,17019216,48,24,31712
4646011362434.403,17,17041248,4657,209,21984
4646011362434.403,17,17073816,600,16,27911
4646011362434.403,17,17080656,1440,21,6240
4646011362434.403,17,17135152,5,5,53056
4646011362434.403,17,17150376,3971,2051,15219
4646011362434.403,17,17159536,1264,393,5189
4646011362434.403,17,17241024,2537,207,80224
4646011362434.403,17,17660656,4904,112,417095
4646011362434.403,17,17669568,10401,65,4008
4646011362434.403,17,17688864,4656,34,8895
4646011362434.403,17,17788920,4632,35,95400
4646011362434.403,17,17798224,3368,71,4672
4646011362434.403,17,17808440,3768,67,6848
4646011362434.403,17,17828368,24,24,16160
4646011362434.403,17,17984256,3,3,155864
4646011362434.403,17,17994064,1526,14,9805
4646011362434.403,17,18057600,8,8,62010
4646011362434.403,17,18108016,8,8,50408
4646011362434.403,17,18116384,3312,34,8360
4646011362434.403,17,18124824,6580,81,5128
4646011362434.403,17,18213816,1032,23,82412
4646011362434.403,17,18233096,8,8,18248
4646011362434.403,17,18238624,696,52,5520
4646011362434.403,17,18281976,3,3,42656
4646011362434.403,17,18386640,304,304,104661
4646011362434.403,17,18399232,288,46,12288
4646011362434.403,17,18406072,40270,1198,6552
4646011362434.403,17,18450224,523,99,3882
4646011362434.403,17,18454472,69264,1030,3725
4646071362434.403,17,44456,1,2,0
4646071362434.403,17,562769,1,2,518312
4646071362434.403,17,9233888,56,56,8671118
4646071362434.403,17,9252416,2432,64,18472
4646071362434.403,17,9341544,2892,52,86696
4646071362434.403,17,9452256,21,21,107820
4646071362434.403,17,9477512,24,24,25235
4646071362434.403,17,10096768,1,1,619232
4646071362434.403,17,10417704,35,35,320935
4646071362434.403,17,11074992,184,117,657253
4646071362434.403,17,11161264,5096,42,86088
4646071362434.403,17,11174680,35,35,8320
4646071362434.403,17,11244992,16,16,70277
4646071362434.403,17,11663360,16,24,418352
4646071362434.403,17,11690824,1208,1208,27448
4646071362434.403,17,11700224,2040,488,8192
4646071362434.403,17,11748792,8,8,46528
4646071362434.403,17,11756488,8,8,7688
4646071362434.403,17,11766224,8,16,9728
4646071362434.403,17,11781384,8,16,15152
4646071362434.403,17,11815440,8976,672,34048
4646071362434.403,17,11904504,120,120,80088
4646071362434.403,17,11982744,36,36,78120
4646071362434.403,17,12528720,8,16,545940
4646071362434.403,17,12558312,28,28,29584
4646071362434.403,17,12798208,26,26,239868
4646071362434.403,17,12824696,32,32,26462
4646071362434.403,17,13002424,8,8,177696
4646071362434.403,17,13050224,4921,33,47792
4646071362434.403,17,13119928,1,1,64783
4646071362434.403,17,13573384,8,8,453455
4646071362434.403,17,15348488,5681,121,1775096
4646071362434.403,17,16237848,10560,412,883679
4646071362434.403,17,16268744,48,48,20336
4646071362434.403,17,16294176,14288,88,25384
4646071362434.403,17,16316288,24760,204,7824
4646071362434.403,17,16348040,5731,111,6992
4646071362434.403,17,16363504,6472,48,9733
4646071362434.403,17,16377072,1016,64,7096
4646071362434.403,17,16425840,802,18,47752
4646071362434.403,17,16467472,3440,36,40830
4646071362434.403,17,16481848,8,16,10936
4646071362434.403,17,16504248,208,136,22392
4646071362434.403,17,16593880,144,144,89424
4646071362434.403,17,16615576,256,256,21552
4646071362434.403,17,16642072,6,12,26240
4646071362434.403,17,16729600,8,16,87522
4646071362434.403,17,16737128,8,8,7520
4646071362434.403,17,16744440,8,8,7304
4646071362434.403,17,16807360,50,50,62912
4646071362434.403,17,16952648,8,8,145238
4646071362434.403,17,16982592,367,73,29936
4646071362434.403,17,16991632,3756,124,8673
4646071362434.403,17,17006792,112,112,11404
4646071362434.403,17,17241176,2640,195,234272
4646071362434.403,17,17291744,560,560,47928
4646071362434.403,17,17415728,17608,4640,123424
4646071362434.403,17,17662688,2865,118,229352
4646071362434.403,17,17673192,469,45,7639
4646071362434.403,17,17693512,8,16,19851
4646071362434.403,17,17808496,25,25,114976
4646071362434.403,17,17992312,41,41,183791
4646071362434.403,17,18057600,8,8,65247
4646071362434.403,17,18124848,8,8,67240
4646071362434.403,17,18214072,776,25,89216
4646071362434.403,17,18238672,8,16,23824
4646071362434.403,17,18284552,90,3,45872
4646071362434.403,17,18293608,776,66,8966
4646071362434.403,17,18471312,2045,205,176928
4646071362434.403,17,18480312,1008,16,6955
4646071362434.403,17,18498792,16,16,17472
4646071362434.403,17,18511608,3329,4,12800
4646071362434.403,17,18523808,59737,1164,8871
4646131362434.403,17,44456,1,2,0
4646131362434.403,17,562769,1,1,518312
4646131362434.403,17,9252744,24,24,8689974
4646131362434.403,17,9341544,8,8,88776
4646131362434.403,17,10465304,21,21,1123752
4646131362434.403,17,10510288,8,8,44963
4646131362434.403,17,11090392,1,1,580096
4646131362434.403,17,11663360,16,24,572967
4646131362434.403,17,11700272,14440,88,36896
4646131362434.403,17,11766224,58184,168,51512
4646131362434.403,17,12528720,8,8,704312
4646131362434.403,17,13050256,8,16,521528
4646131362434.403,17,13091392,8,16,41128
4646131362434.403,17,13573344,344,48,481944
4646131362434.403,17,16237856,40,16,2664168
4646131362434.403,17,16297968,94336,241,60072
4646131362434.403,17,16481840,4304,24,89536
4646131362434.403,17,16595912,8,8,109768
4646131362434.403,17,16729600,14224,16,133680
4646131362434.403,17,17012080,8,8,268256
4646131362434.403,17,17191808,8,16,179720
4646131362434.403,17,17241296,26,26,49480
4646131362434.403,17,17693512,8,8,452190
4646131362434.403,17,18212304,26376,32,518784
4646131362434.403,17,18403280,8,8,164600
4646131362434.403,17,18524248,79748,806,120960
4646191362434.403,17,44456,1,2,0
4646191362434.403,17,562769,1,2,518312
4646191362434.403,17,9252744,16,16,8689974
4646191362434.403,17,10096768,1,1,844008
4646191362434.403,17,11663360,156264,32,1566591
4646191362434.403,17,14458880,36904,34856,2639256
4646191362434.403,17,15941632,6144,4096,1445848
4646191362434.403,17,16297968,55821,163,350192
4646191362434.403,17,16642072,87536,46,288283
4646191362434.403,17,17082368,206784,26584,352760
4646191362434.403,17,18057600,8,8,768448
4646191362434.403,17,18395512,343688,135584,337904
4646251362434.403,17,44456,1,2,0
4646251362434.403,17,562769,1,2,518312
4646251362434.403,17,11090392,1,1,10527622
4646251362434.403,17,11663360,161032,64,572967
4646251362434.403,17,14458880,161792,159664,2634488
4646251362434.403,17,15941632,6144,4096,1320960
4646251362434.403,17,16297968,55823,31,350192
4646251362434.403,17,17082368,206784,26560,728577
4646251362434.403,17,18110192,8,8,821040
4646251362434.403,17,18395512,670596,461596,285312
4646311362434.403,17,44456,518314,4,0
4646311362434.403,17,10096768,1,1,9533998
4646311362434.403,17,11663360,16,24,1566591
4646311362434.403,17,16347912,5891,89,4684536
4646311362434.403,17,18547792,1091992,618768,2193989
4646371362434.403,17,44456,1,2,0
4646371362434.403,17,562769,1,2,518312
4646371362434.403,17,9080296,245240,56,8517526
4646371362434.403,17,11090392,1,1,1764856
4646371362434.403,17,11663360,16,24,572967
4646371362434.403,17,15339112,24,24,3675736
4646371362434.403,17,16347912,5900,97,1008776
4646371362434.403,17,17042288,16,16,688476
4646371362434.403,17,18106456,472216,1936,1064152
4646371362434.403,17,19065824,988192,977011,487152
4646431362434.403,17,44456,1,2,0
4646431362434.403,17,562769,1,2,518312
4646431362434.403,17,9250224,4325,397,8687454
4646431362434.403,17,9445048,8,8,190499
4646431362434.403,17,10053648,384,384,608592
4646431362434.403,17,10096768,1,1,42736
4646431362434.403,17,11272752,13,13,1175983
4646431362434.403,17,11384872,36,28,112107
4646431362434.403,17,11663360,16,24,278452
4646431362434.403,17,11749616,16616,16,86240
4646431362434.403,17,11815440,8976,144,49208
4646431362434.403,17,11904272,221,221,79856
4646431362434.403,17,12392080,40,40,487587
4646431362434.403,17,12528720,8,8,136600
4646431362434.403,17,12839232,32,32,310504
4646431362434.403,17,13055144,8,8,215880
4646431362434.403,17,13408856,24,24,353704
4646431362434.403,17,13441792,8,8,32912
4646431362434.403,17,13472352,17,3,30552
4646431362434.403,17,13573504,232,48,101135
4646431362434.403,17,13678592,176,176,104856
4646431362434.403,17,14620672,61440,59378,941904
4646431362434.403,17,16222320,8,8,1540208
4646431362434.403,17,16247256,210008,3924,24928
